GivenName,Surname,City,StateFull,CountryFull,EmailAddress,Username,TelephoneNumber,Birthday,Occupation,Company
Don,Perez,"Ville Marie",Quebec,Canada,DonAPerez@gustr.com,Proself,819-629-9580,4/11/1988,"Graduate teaching assistant","Mars Music"
John,Hernandez,Toronto,Ontario,Canada,JohnJHernandez@fleckens.hu,Thembleavelf,647-206-8591,1/19/1999,"Personal banker",Anthony's
Mattie,Musgrave,Toronto,Ontario,Canada,MattieBMusgrave@superrito.com,Witention78,416-990-0605,1/28/1978,"Medical illustrator",Adaptaz
Alexis,Combs,Vancouver,"British Columbia",Canada,AlexisLCombs@gustr.com,Wilkened,604-280-8250,4/27/2000,"Real estate sales agent",Planetbiz
Randall,Wysocki,Toronto,Ontario,Canada,RandallKWysocki@einrot.com,Opead1985,416-988-6012,7/5/1985,"Elementary school teacher","Listenin' Booth"
Michael,Figueroa,Bridgenorth,Ontario,Canada,MichaelFFigueroa@einrot.com,Paings86,705-292-3778,11/27/1986,"Woodworking machine tender",Packer
Richard,Morales,Armstrong,Ontario,Canada,RichardEMorales@einrot.com,Anium1996,807-982-1577,7/25/1996,"Recreation and parks director","Environ Architectural Design"
Mathew,Herren,Barrie,Ontario,Canada,MathewMHerren@armyspy.com,Hustack,705-734-3470,8/22/1954,"Skills trainer",Erol's
Susan,Moffitt,Calgary,Alberta,Canada,SusanJMoffitt@rhyta.com,Dereturn,403-243-5727,6/26/1962,"Short-order cook","Star Bright Investment Group"
Jared,Arnold,Peterborough,Ontario,Canada,JaredCArnold@einrot.com,Youry1966,705-868-6155,10/29/1966,"Medicinal chemist","I. Magnin"
Ricky,Richardson,Fugereville,Quebec,Canada,RickyRRichardson@fleckens.hu,Amors1948,819-748-6314,11/22/1948,"Promotions specialist","Boston Sea Party"
Clifton,Dasilva,Toronto,Ontario,Canada,CliftonHDasilva@cuvox.de,Hinumet,416-246-8783,9/22/1948,"Certified respiratory therapist","S&W Cafeteria"
Dorothy,Jackman,Cobourg,Ontario,Canada,DorothyCJackman@cuvox.de,Daut1991,905-377-8740,12/29/1991,Policeman,"National Tea"
William,Gomez,"Clarence Creek",Ontario,Canada,WilliamCGomez@gustr.com,Dard1964,613-488-1618,9/26/1964,"Payroll administrator","Franklin Simon"
John,Cook,Penticton,"British Columbia",Canada,JohnMCook@armyspy.com,Suse1979,250-488-7637,3/14/1979,"Composing machine operator","Monk Home Improvements"
Evan,Beal,Hedley,"British Columbia",Canada,EvanABeal@einrot.com,Shorms,250-292-4021,4/25/1951,Faller,"Specialty Restaurant Group"
Tamika,Harrison,Toronto,Ontario,Canada,TamikaBHarrison@superrito.com,Hasto1941,416-644-6944,8/11/1941,Greenskeeper,Lechmere
Myrtice,Hogsett,"St Clements",Ontario,Canada,MyrticeWHogsett@gustr.com,Conarthery,519-699-9720,5/12/2003,"Dot etcher","Bonanza Produce Stores"
Sharon,Renzi,Lethbridge,Alberta,Canada,SharonDRenzi@gustr.com,Unhown,403-380-3483,2/1/1952,"Water transportation occupation","Happy Bear Investment"
Mauricio,Smith,Edam,Saskatchewan,Canada,MauricioVSmith@superrito.com,Theive,306-397-8385,8/23/1984,"Fire inspector","Allied Radio"
Kate,Coleman,Calgary,Alberta,Canada,KateCColeman@rhyta.com,Nifess,403-716-5147,8/4/1957,"Community supervision officer","Ruehl No. 925"
Shannon,Thomson,"Campbell River","British Columbia",Canada,ShannonDThomson@armyspy.com,Drigatured,250-203-4359,7/23/1985,Sorter,Druther's
Eric,Roose,"Havre Boucher","Nova Scotia",Canada,EricBRoose@teleworm.us,Menbeely,902-951-2220,3/3/2001,Mediator,"Second Time Around"
Judith,Kiernan,Montreal,Quebec,Canada,JudithJKiernan@jourrapide.com,Beepand,514-718-0225,4/15/1982,"Employee development specialist","Bold Ideas"
Matthew,Cruz,Toronto,Ontario,Canada,MatthewLCruz@cuvox.de,Ancence,416-316-8110,11/16/2001,"Industrial maintenance worker","Star Interior Design"
Heather,Rayo,Hauterive,Quebec,Canada,HeatherGRayo@cuvox.de,Bacturter1969,418-939-6346,5/16/1969,"Ship engineer","Consumers and Consumers Express"
Shawn,Peterson,Edmonton,Alberta,Canada,ShawnDPeterson@armyspy.com,Cusufattion,780-436-7713,8/17/1954,"Telecommunications equipment repairer","Pro Star"
Brandon,Temple,"Acadia Valley",Alberta,Canada,BrandonLTemple@rhyta.com,Forate,403-972-3736,11/8/1974,"Computer hardware engineer","Sunny's Surplus"
Sarah,Stone,Mactier,Ontario,Canada,SarahTStone@fleckens.hu,Eushe1938,705-375-0028,12/25/1938,"Manifold binding worker","Irving's Sporting Goods"
Anibal,Smith,Toronto,Ontario,Canada,AnibalLSmith@teleworm.us,Cusion,416-815-6064,3/11/1937,"Gynecologic sonographer","Kelsey's Neighbourhood Bar & Grill"
Darcie,Fritz,Burnaby,"British Columbia",Canada,DarcieIFritz@superrito.com,Againgly,604-918-3356,3/11/1997,"Forest and conservation technician","Rogers Food Stores"
Kim,Moore,Thorburn,"Nova Scotia",Canada,KimTMoore@dayrep.com,Trigh1990,902-246-1770,4/30/1990,"Dividend clerk",Protean
Tonya,Myers,"Coe Hill",Ontario,Canada,TonyaWMyers@cuvox.de,Lonspribeen,613-337-3416,9/15/1938,"Dental hygienist","Bugle Boy"
Andrew,Richardson,Ottawa,Ontario,Canada,AndrewSRichardson@jourrapide.com,Porang,613-731-0007,4/18/1972,"Camp counselor",Peaches
Wayne,Gibson,"Union Bay","British Columbia",Canada,WayneKGibson@cuvox.de,Thadespecte,250-335-1181,3/14/1969,"Construction laborer","Asian Plan"
Eleanor,Wright,Lloydminster,Saskatchewan,Canada,EleanorJWright@jourrapide.com,Rowasoul,306-603-8925,7/31/1964,"Job placement officer","Integra Wealth Planners"
Kenneth,Feinstein,Saskatoon,Saskatchewan,Canada,KennethMFeinstein@fleckens.hu,Aidonithith,306-249-2384,9/4/1980,"Veterinary technician",Angel's
Jasmine,Leclaire,Glendon,Alberta,Canada,JasmineALeclaire@superrito.com,Mobleclat,780-635-3640,4/17/1997,"Horse breeder","Lafayette Radio"
Rachel,Ronan,Trail,"British Columbia",Canada,RachelDRonan@gustr.com,Courecity,250-364-1376,5/31/1976,"Bridge and lock tender","Avant Garde Interior Designs"
Leena,Artis,Toronto,Ontario,Canada,LeenaJArtis@superrito.com,Noul1965,416-861-6318,6/26/1965,Umpire,Benesome
Robert,Sparks,Concession,"Nova Scotia",Canada,RobertPSparks@superrito.com,Dideed1983,902-773-0058,4/12/1983,"Emergency and disaster response worker","Hughes Markets"
Nina,Reyna,Vancouver,"British Columbia",Canada,NinaRReyna@superrito.com,Rociefoldn,604-780-4409,1/18/1987,"Career-technology teacher","Franklin Simon"
Paul,Rowell,Kitchener,Ontario,Canada,PaulJRowell@armyspy.com,Outeriesself,519-342-9856,5/6/1969,"Water transportation master","Food Barn"
Cathrine,Hurt,"Prince Albert",Saskatchewan,Canada,CathrineKHurt@teleworm.us,Alast1974,306-922-7890,10/3/1974,"Product promoter","The Wall"
Frank,Owsley,Bancroft,Ontario,Canada,FrankLOwsley@einrot.com,Sucausuld,613-442-0379,6/20/1966,"Refractory mason","The Pink Pig Tavern"
Patrick,Ly,Edmonton,Alberta,Canada,PatrickTLy@gustr.com,Senter,780-479-8466,10/25/1984,"Music arranger","Paul's Food Mart"
Tawanna,Bridges,Terrace,"British Columbia",Canada,TawannaTBridges@gustr.com,Reave1972,250-831-5712,5/13/1972,"Personnel recruiter","Infinite Wealth Planners"
Mary,Brunner,Edmonton,Alberta,Canada,MaryTBrunner@rhyta.com,Proff1989,780-906-4050,4/14/1989,"Weather forecaster",HomeBase
James,Washington,Longueuil,Quebec,Canada,JamesMWashington@rhyta.com,Whiond,450-677-3453,4/19/1997,"Process pipeline drafter","Atlas Architectural Designs"
Felix,Leung,Lethbridge,Alberta,Canada,FelixMLeung@rhyta.com,Wourt1983,403-894-6279,10/24/1983,"Homeowner association manager","Foot Quarters"
Roland,Skidmore,Normetal,Quebec,Canada,RolandASkidmore@armyspy.com,Houch1945,819-788-8679,4/28/1945,"Electrical power line installer","Ernst Home Centers"
Lucienne,Henson,Vancouver,"British Columbia",Canada,LucienneDHenson@rhyta.com,Thaven,604-622-9049,3/18/1942,"Boat operator","Mr. Clark's Appliances"
Eva,McKeown,Elrose,Saskatchewan,Canada,EvaTMcKeown@rhyta.com,Musivan57,306-378-7420,8/18/1957,"Stock trader","Superior Appraisals"
Terri,Lindo,Edmonton,Alberta,Canada,TerriCLindo@teleworm.us,Trum1999,780-965-3208,12/8/1999,"Airport service agent","PriceRite Warehouse Club"
Cora,Harris,Invermere,"British Columbia",Canada,CoraJHarris@teleworm.us,Yousintor,250-688-2903,11/9/1968,"Lease operator",Pomeroy's
Joseph,Bennett,Sarnia,Ontario,Canada,JosephVBennett@cuvox.de,Eatilten,519-328-0990,1/4/1998,"Substance abuse social worker","Discount Furniture Showcase"
Todd,Carroll,Orillia,Ontario,Canada,ToddKCarroll@fleckens.hu,Pudge1943,705-238-7921,7/7/1943,"Affirmative action coordinator",Adaptas
Jacqueline,Kollar,"New Westminster","British Columbia",Canada,JacquelineJKollar@gustr.com,Thenandtor,604-517-9345,5/11/1980,"Fish and game warden","Maurice The Pants Man"
Steve,Mayer,"New Westminster","British Columbia",Canada,SteveAMayer@dayrep.com,Sualk1963,604-617-4402,5/30/1963,"Practical nurses","Circus World"
Erica,Owen,Calgary,Alberta,Canada,EricaBOwen@cuvox.de,Whibelf,403-290-1586,6/8/1960,"Information processing worker","Brand Names"
Mona,Castanon,Montreal,Quebec,Canada,MonaECastanon@armyspy.com,Beas1948,514-386-3920,9/13/1948,"Business support assistant",Konsili
John,Davis,Lethbridge,Alberta,Canada,JohnMDavis@rhyta.com,Allegs,403-328-8355,1/5/1971,"Powerhouse electrician","Best Products"
Lawrence,Canales,"Owen Sound",Ontario,Canada,LawrenceMCanales@superrito.com,Arrent,519-378-7075,9/9/1955,"Gate agent","Avant Garde Appraisal"
Scott,Patterson,"Ville Le Gardeur",Quebec,Canada,ScottMPatterson@dayrep.com,Indich,450-585-1747,7/7/1953,"Paving equipment operator","One-Up Realty"
Anthony,Wilkerson,Montreal,Quebec,Canada,AnthonyJWilkerson@armyspy.com,Plarriving,514-288-3871,9/2/1939,"Coast Guard","Starship Tapes & Records"
Eileen,Adams,Drummondville,Quebec,Canada,EileenRAdams@superrito.com,Wiging,819-314-9032,6/21/1963,"Food cooking machine tender","A. L. Price"
Sarah,Foster,Toronto,Ontario,Canada,SarahRFoster@cuvox.de,Supor1991,416-362-6414,12/16/1991,"Mapping technician","Jay Jacobs"
Alvin,Dietrick,Lloydminster,Alberta,Canada,AlvinADietrick@teleworm.us,Hinally,780-808-7402,4/20/1952,"Employment consultant","Irving's Sporting Goods"
Clifford,Flynn,"New Hamburg",Ontario,Canada,CliffordWFlynn@cuvox.de,Marfes,519-662-4483,11/2/1978,"Motion picture camera operator","Sounds Great, Inc"
Miguelina,Bonner,Ellerslie,"Prince Edward Island",Canada,MiguelinaTBonner@einrot.com,Goolifter,902-831-9129,8/29/1997,"Certified athletic trainer","Huffman and Boyle"
Lawrence,Elia,Toronto,Ontario,Canada,LawrenceSElia@gustr.com,Rainkinste,416-561-0857,1/9/1938,"Manufacturing optician","Spaceage Stereo"
Jessica,Gordon,Edmonton,Alberta,Canada,JessicaLGordon@cuvox.de,Notaing,780-690-0818,7/14/1969,"Corporate office services manager","Piccolo Mondo"
Gloria,Hunter,Calgary,Alberta,Canada,GloriaBHunter@superrito.com,Juste1953,403-390-6209,10/12/1953,"Building superintendent","Huffman and Boyle"
David,Decker,Eganville,Ontario,Canada,DavidEDecker@fleckens.hu,Formant,613-628-5627,5/30/1960,Greeter,"Checker Auto Parts"
Leroy,Potter,Calgary,Alberta,Canada,LeroyAPotter@einrot.com,Nourst,403-828-9141,4/2/1954,"ESOL teacher","Personal & Corporate Design"
Ruth,Merkel,London,Ontario,Canada,RuthRMerkel@cuvox.de,Wasuppere,519-636-8010,11/29/1954,"Web writer",Fedco
Ronald,Griffin,Okotoks,Alberta,Canada,RonaldCGriffin@dayrep.com,Doety1972,403-938-8794,10/1/1972,"Coin, vending, and amusement machine servicer repairer","Integra Wealth"
Craig,Peterson,"Trois Rivieres",Quebec,Canada,CraigDPeterson@gustr.com,Whichisatur,819-840-0999,9/15/2001,"Short haul or local truck driver","Incredible Universe"
Cindy,Townsend,Toronto,Ontario,Canada,CindyJTownsend@rhyta.com,Fance1958,416-909-1276,11/30/1958,"Publicity writer","Brown Derby"
Blanca,Hudson,"Baie Ste Catherine",Quebec,Canada,BlancaRHudson@einrot.com,Sprold,418-237-9922,3/24/1968,"Dressing room attendant","Country Club Markets"
Gerardo,Roberts,"Venise En Quebec",Quebec,Canada,GerardoSRoberts@cuvox.de,Heach1995,450-244-4065,8/27/1995,"Engineering and natural sciences manager","Idea Infinity"
Lorraine,Burger,Toronto,Ontario,Canada,LorraineEBurger@rhyta.com,Theranded,647-321-3744,8/6/1979,"Recreational vehicle service technician","Oranges Records & Tapes"
Miles,Rodriguez,Winnipeg,Manitoba,Canada,MilesTRodriguez@cuvox.de,Anhemys,204-293-6764,6/20/1982,"DTP operator",MegaSolutions
Susan,Wagoner,Hythe,Alberta,Canada,SusanRWagoner@rhyta.com,Weepame,780-356-1479,11/30/1996,Microbiologist,"Home Quarters Warehouse"
Elizabeth,Hill,Orillia,Ontario,Canada,ElizabethDHill@gustr.com,Asequou,705-325-0723,8/30/1998,"Furniture finisher","Knox Lumber"
Precious,Smith,Rolphton,Ontario,Canada,PreciousRSmith@dayrep.com,Comunre60,613-586-9486,4/26/1960,"Grief counselor","Music Plus"
Herman,Stevenson,"Prince George","British Columbia",Canada,HermanMStevenson@jourrapide.com,Intood,250-960-2609,7/4/1961,"Systems analyst","Cut Rite Lawn Care"
Pauline,Sutherland,Surrey,"British Columbia",Canada,PaulineDSutherland@einrot.com,Afting,604-634-2235,8/27/1999,"Maintenance and repair worker","Rossi Auto Parts"
Rebecca,Barlow,Courtenay,"British Columbia",Canada,RebeccaMBarlow@armyspy.com,Respearme,250-703-6066,12/20/1974,"Elevator repairer","Wilson's Jewelers"
Traci,Gray,"Qualicum Beach","British Columbia",Canada,TraciGGray@cuvox.de,Shensted,250-752-8001,4/7/1948,"Job printer",CompuAdd
Jeffrey,Davie,"Francois Lake","British Columbia",Canada,JeffreyDDavie@superrito.com,Sagint,250-695-6375,2/10/1955,Paleontologist,"University Stereo"
Brandi,Dickey,"Rocky Harbour","Newfoundland and Labrador",Canada,BrandiSDickey@cuvox.de,Andend,709-458-9540,8/11/1987,"Chemical equipment operator","Shoe Kicks"
Kenneth,Sanchez,Vancouver,"British Columbia",Canada,KennethRSanchez@rhyta.com,Gooffe,604-699-7710,9/18/1951,"Tool grinder","Listen Up"
Rosemarie,Simonds,Waterside,"Prince Edward Island",Canada,RosemarieGSimonds@fleckens.hu,Chise1966,902-687-3741,6/9/1966,"Gaming surveillance officer","Happy Bear Investment"
Michelle,Freed,Calgary,Alberta,Canada,MichelleJFreed@rhyta.com,Theyne84,403-221-2658,5/11/1984,Rancher,"Morrison's Cafeteria"
Mark,Irvine,Innerkip,Ontario,Canada,MarkMIrvine@rhyta.com,Antle2003,519-469-3322,4/6/2003,"Retail buyer",Kent's
Virginia,Morris,Toronto,Ontario,Canada,VirginiaFMorris@fleckens.hu,Theauster,416-844-6561,7/28/1965,Plasterer,"Little Tavern"
Joe,Ellis,Richmond,"British Columbia",Canada,JoeHEllis@dayrep.com,Glingraps,604-288-5161,3/23/1975,"Patient representative",Peaches
Philip,Paolini,Hamilton,Ontario,Canada,PhilipPPaolini@superrito.com,Facatte,905-627-3565,6/24/1955,"Pesticide applicator","Best Products"
William,Rice,Calgary,Alberta,Canada,WilliamCRice@dayrep.com,Wheraill,403-398-9068,10/19/1962,"Streetcar operator","Netcom Business Services"
Richard,Quint,Hull,Quebec,Canada,RichardDQuint@cuvox.de,Herhatiought1967,819-921-5363,10/26/1967,"Gaming investigator",Powerbod
Alice,Beaty,Embro,Ontario,Canada,AliceLBeaty@teleworm.us,Aturneve,519-475-4558,9/19/1970,Coache,Keeney's
Mary,Sutter,"New Westminster","British Columbia",Canada,MarySSutter@einrot.com,Begroway,604-889-8814,11/25/1996,"Legal assistant","Dave Cooks"
James,Bacon,Edmonton,Alberta,Canada,JamesCBacon@armyspy.com,Gliver,780-991-7759,5/31/1950,"Adult secondary education teacher","Master Builder Design Services"
William,Ramos,Geraldton,Ontario,Canada,WilliamCRamos@rhyta.com,Pricher,807-854-8323,6/8/1953,"Office assistant","Envirotecture Design"
Richard,Juarez,Midland,Ontario,Canada,RichardSJuarez@jourrapide.com,Kinet1976,705-527-4153,8/31/1976,"Consultant dietitian","Leath Furniture"
William,McClain,Cadillac,Saskatchewan,Canada,WilliamDMcClain@cuvox.de,Smagal,306-785-7428,5/30/1976,"Guitar repairer",Weatherill's
Kevin,Johnson,Edmonton,Alberta,Canada,KevinMJohnson@dayrep.com,Pactink97,780-669-8545,7/22/1997,Geophysicist,"Parade of Shoes"
Marion,Nelson,Toronto,Ontario,Canada,MarionMNelson@fleckens.hu,Necomanis,647-722-7503,9/18/1969,"Defense attorney","Independent Investors"
Karen,Monson,Montreal,Quebec,Canada,KarenJMonson@fleckens.hu,Pocces,514-219-2718,4/6/1946,"Nuclear medicine technologist","Best Biz Survis"
Ellamae,Hadley,London,Ontario,Canada,EllamaeRHadley@fleckens.hu,Pecamed,519-858-9206,3/26/1947,Coder,"Fit Tonic"
Mary,Sandoval,Vancouver,"British Columbia",Canada,MaryHSandoval@superrito.com,Ofterhaver1943,604-844-6662,6/8/1943,"Farm equipment mechanic","New World"
David,Owens,Montreal,Quebec,Canada,DavidEOwens@jourrapide.com,Vithopipatch73,514-993-5787,7/26/1973,"Industrial accountant",Benesome
William,Ferreira,"Ile Perrot",Quebec,Canada,WilliamMFerreira@rhyta.com,Bude1998,514-453-9088,7/15/1998,"Operations manager","Morrie Mages"
Marvin,Brinkley,Calgary,Alberta,Canada,MarvinNBrinkley@dayrep.com,Bund1996,403-561-3251,2/12/1996,Chef,"Paper Cutter"
Nancy,Davis,Edmonton,Alberta,Canada,NancyDDavis@superrito.com,Dianted,780-454-2259,8/1/1973,"Soil scientist","Budget Power"
Ray,Miller,Wynndel,"British Columbia",Canada,RayAMiller@rhyta.com,Tionot,250-866-3366,6/17/1955,"Patient educator","Pup 'N' Taco"
Susan,Trail,Hull,Quebec,Canada,SusanJTrail@rhyta.com,Throaked,819-962-5351,1/17/1953,"Apartment house manager",Opti-Tek
Hildred,Johnson,Montreal,Quebec,Canada,HildredMJohnson@gustr.com,Intim1945,514-991-7507,4/15/1945,"Boat operator","Just For Fun"
Faith,Dozier,Montreal,Quebec,Canada,FaithGDozier@fleckens.hu,Dalmor,514-904-6773,2/7/1941,Packer,"Destiny Planners"
Leonard,Cochran,Toronto,Ontario,Canada,LeonardACochran@jourrapide.com,Shelles,416-887-6760,12/28/1962,"Counter attendant","System Star"
Alexandria,Skaggs,Chatsworth,Ontario,Canada,AlexandriaHSkaggs@superrito.com,Vaged1981,519-794-5418,8/21/1981,"Paper goods operator","Afforda Merchant Services"
Justin,Johnson,"Port Hardy","British Columbia",Canada,JustinCJohnson@armyspy.com,Feenincese,250-949-9312,10/17/1941,"Telephone operator","Super Saver Foods"
Robin,Salazar,Toronto,Ontario,Canada,RobinRSalazar@gustr.com,Wherser1994,416-682-0144,8/2/1994,"Rough carpenter","Courtesy Hardware Store"
Darrell,Evans,"Fort Mcmurray",Alberta,Canada,DarrellLEvans@einrot.com,Priong,780-714-0062,1/1/1990,"Bus mechanic","Matrix Design"
Bruce,Ferguson,Nedelec,Quebec,Canada,BruceJFerguson@dayrep.com,Emannotill,819-784-8618,2/19/2001,"Personnel services specialist","Road Runner Lawn Services"
Mary,Taormina,Montreal,Quebec,Canada,MaryMTaormina@einrot.com,Gromentiout1988,514-606-3238,7/16/1988,"Wait staff","Balanced Fortune"
Donald,Holland,Hughenden,Alberta,Canada,DonaldKHolland@dayrep.com,Ocat1967,780-856-2298,2/2/1967,"Recreational therapist",Builderama
Gerald,Cox,Woodstock,Ontario,Canada,GeraldACox@superrito.com,Eredis,519-788-3636,4/2/1949,"Gas furnace installer","Team Uno"
Veronica,White,Edmonton,Alberta,Canada,VeronicaMWhite@fleckens.hu,Chammat,780-901-4565,7/17/1992,Babysitter,"Earl Abel's"
David,Thompson,Toronto,Ontario,Canada,DavidJThompson@fleckens.hu,Hasold,416-371-5891,10/10/1944,Editor,"Sports Town USA"
Shirley,Pierce,Brampton,Ontario,Canada,ShirleyMPierce@cuvox.de,Ancruch,905-494-4649,4/30/1975,"Molding, coremaking, and casting machine setter","EnviroSource Design"
Carl,Hixon,Burlington,Ontario,Canada,CarlHHixon@jourrapide.com,Broplece1961,905-635-4482,10/11/1961,"HIV/AIDS nurse","Integra Design"
Terry,Wright,"Erin Mills",Ontario,Canada,TerryRWright@fleckens.hu,Leoratte,905-569-8633,10/11/1952,"Marketing manager","Idea Infinity"
Patrick,Sullivan,Edmonton,Alberta,Canada,PatrickISullivan@gustr.com,Prouthe92,780-719-7498,10/29/1992,"Service station attendant","Club Wholesale"
Debra,Matthews,Vancouver,"British Columbia",Canada,DebraGMatthews@superrito.com,Swornes,604-632-6051,12/8/1943,Plumber,"First Choice Garden Maintenance"
Pamela,Garner,Breslau,Ontario,Canada,PamelaDGarner@dayrep.com,Allis1953,519-648-1388,2/2/1953,"Tool filer","Atlas Architectural Designs"
James,Derosa,Hamilton,Ontario,Canada,JamesJDerosa@superrito.com,Frict1988,905-383-6082,11/22/1988,"Professional property manager","Bay Furniture"
Brandon,Lockhart,"St Catharines",Ontario,Canada,BrandonDLockhart@teleworm.us,Wiforece,905-646-5389,3/17/1941,Electrotyper,"Las Vegas Yard Management"
Carmen,Smith,"Chief Lake","British Columbia",Canada,CarmenRSmith@dayrep.com,Puble1944,250-967-7604,6/29/1944,"Bindery machine setter",Indiewealth
Patrick,Richards,Killarney,Ontario,Canada,PatrickPRichards@dayrep.com,Welesepind,705-287-5856,4/1/1962,"Stock clerk","Rainbow Life"
Robert,Johnson,Comber,Ontario,Canada,RobertCJohnson@gustr.com,Apatons,519-687-1213,9/25/1942,Blaster,"Solution Bridge"
Charlie,Johnson,Edmonton,Alberta,Canada,CharlieMJohnson@teleworm.us,Locatell91,780-423-9307,9/26/1991,"Industrial designer","Griff's Hamburgers"
Jacquelyn,Richardson,"New Westminster","British Columbia",Canada,JacquelynRRichardson@cuvox.de,Exame1984,604-374-4129,3/20/1984,"Purchase-and-sales clerk","Pay 'N Pak"
Dwight,Greenlaw,Thorndale,Ontario,Canada,DwightDGreenlaw@teleworm.us,Concen,519-461-4846,11/4/1997,"Material recording","WWW Realty"
Albert,McNeil,Rosalind,Alberta,Canada,AlbertSMcNeil@superrito.com,Expeat,780-375-7222,6/4/1944,"Front desk receptionist",Ejecta
Michelle,Escarcega,Calgary,Alberta,Canada,MichelleREscarcega@armyspy.com,Lerning,403-560-6947,2/8/1973,"Atmospheric scientist",Chandlers
